-1,2.5423,0.3418,2.5423,0.3418
-0.875,2.6331,0.354,5.1753,0.6957
-0.75,5.4077,0.727,10.583,1.4227
-0.625,1.7933,0.2411,12.3763,1.6637
-0.5,24.3723,3.2764,36.7486,4.9401
-0.375,12.5982,1.6936,49.3469,6.6337
-0.25,49.7508,6.688,99.0976,13.3217
-0.125,43.373,5.8306,142.4706,19.1523
0,80.7166,10.8507,223.1872,30.0031
0.125,73.2129,9.842,296.4001,39.8451
0.25,93.964,12.6316,390.3642,52.4767
0.375,74.906,10.0696,465.2702,62.5463
0.5,52.5135,7.0594,517.7836,69.6057
0.625,39.8762,5.3606,557.6599,74.9662
0.75,35.9263,4.8296,593.5861,79.7958
0.875,41.3296,5.5559,634.9157,85.3518
1,28.0653,3.7728,662.981,89.1246
1.125,20.8496,2.8028,683.8306,91.9274
1.25,18.3468,2.4664,702.1774,94.3937
1.375,15.5305,2.0878,717.7079,96.4815
1.5,8.6757,1.1663,726.3836,97.6478
1.625,5.5229,0.7424,731.9065,98.3902
1.75,3.8278,0.5146,735.7343,98.9048
1.875,2.18,0.2931,737.9143,99.1979
2,2.9157,0.392,740.83,99.5898
2.125,0.7843,0.1054,741.6143,99.6952
2.25,0,0,741.6143,99.6952
2.375,0,0,741.6143,99.6952
2.5,0,0,741.6143,99.6952
2.625,0.4,0.0538,742.0143,99.749
2.75,0.4,0.0538,742.4143,99.8028
2.875,0.2,0.0269,742.6143,99.8297
3,0.3,0.0403,742.9143,99.87
3.125,0,0,742.9143,99.87
3.25,0.1648,0.0221,743.0791,99.8922
3.375,0,0,743.0791,99.8922
3.5,0,0,743.0791,99.8922
3.625,0,0,743.0791,99.8922
3.75,0.5023,0.0675,743.5813,99.9597
3.875,0.3,0.0403,743.8813,100
4,0,0,743.8813,100
4.125,0,0,743.8813,100
4.25,0,0,743.8813,100
4.375,0,0,743.8813,100
4.5,0,0,743.8813,100
